Order ID,Date,Region,Category,Product,Price,Quantity,Total Sales,Payment Method,Customer Name,Customer Age
dea1a1a4-c3d3-4703-a9df-733fcd410eb3,2023-10-15,East,Automobile,Me,385.54,4,1542.16,Debit Card,David Carpenter,19
bb4896bc-ac78-4e83-aa42-c9908ed22dc0,2023-12-15,South,Clothing,List,245.51,2,491.02,Online Payment,Jesus Larson,48
eb946cb0-e536-4c79-a7fb-ed3fe9ef8dde,2024-11-10,East,Automobile,Expect,223.01,6,1338.06,Cash,Dr. Joe Davidson,59
76a4b761-7cd2-4b53-986f-293afbbeb05e,2025-03-04,West,Automobile,Entire,218.42,7,1528.94,Cash,Heather Solis,67
da978883-da86-45be-893f-3fc7f1e795c2,2024-10-20,East,Furniture,Process,450.79,10,4507.9,Online Payment,Justin Burns,30
1dca336e-d67b-4187-a140-501f3d42ae67,2023-07-07,West,Electronics,Care,395.05,1,395.05,Online Payment,David Johnson,49
fb6fef81-4efb-483f-8d88-0b9dbdd61886,2023-08-28,West,Electronics,Doctor,275.17,6,1651.02,Credit Card,Jared Young,29
0cc157b1-14e2-412f-8484-73ee993e92b5,2023-12-07,East,Furniture,Use,84.72,5,423.6,Debit Card,Terri Allen,55
68fc41b8-6230-4f02-93ef-c24e21218386,2023-06-22,North,Furniture,Garden,200.45,8,1603.6,Credit Card,Benjamin Valdez,62
288b21d6-69cf-4ea2-ac28-0a651def1c05,2024-06-07,South,Furniture,Manager,330.95,3,992.85,Credit Card,Michael Williams,37
974c5463-7e7f-4857-9dc4-1e0ebf67d6b5,2024-10-23,West,Food,Available,233.65,7,1635.55,Online Payment,Tommy Crawford,22
649a6f9a-2cc1-4a82-a8f6-3836f42f3b00,2024-05-13,North,Automobile,Myself,382.31,8,3058.48,Credit Card,April Ross,51
f83d4632-df1e-4f20-b226-72b585f9642d,2024-05-11,West,Electronics,Evening,419.14,5,2095.7,Debit Card,Brian Thomas,54
762d3a06-324b-4629-8844-a3cb08cd3b95,2023-06-20,West,Furniture,Memory,189.19,5,945.95,Online Payment,Michelle Singh,55
8b1e0230-e85c-44c1-9a65-feaf1499d9ce,2024-04-13,West,Automobile,Security,164.13,10,1641.3,Credit Card,Pedro Schmidt,23
ad0d6bf8-e3eb-4b20-a365-75c5f98e80d8,2024-09-05,East,Furniture,Economic,231.13,2,462.26,Online Payment,Julie Spencer,25
7725ecc3-8d7a-4932-9f16-da6c8a2a4e3b,2024-10-26,South,Furniture,Trial,103.37,2,206.74,Cash,Jo Calhoun,39
08cce01c-af3d-4a49-85e5-a42a75ab9c70,2024-04-10,North,Clothing,Relate,175.72,9,1581.48,Credit Card,Lindsay Valenzuela,25
512e0812-bdb4-43fa-9ff6-1a8166cffe5b,2024-03-24,South,Food,Which,78.99,9,710.91,Cash,James Gutierrez,44
454b5344-4bbc-42ab-a296-134e8553d428,2023-05-12,North,Automobile,Tell,53.86,6,323.16,Credit Card,Daniel Cook,29
16be85a5-4ec3-4d2e-817f-d11ad13d2296,2024-02-19,East,Furniture,Training,52.47,6,314.82,Credit Card,Shelby Bass,20
eef59dc7-cd6a-43ea-a659-e47370be6a96,2023-10-03,South,Food,Style,276.58,2,553.16,Debit Card,Taylor Griffith,50
9592f857-9b2b-4560-8cb8-47b5861e30aa,2024-09-24,East,Electronics,State,108.11,4,432.44,Cash,John Knox,59
15b3139b-4d60-470a-bd38-5095a87552cc,2023-06-29,North,Automobile,Design,106.6,5,533.0,Credit Card,Andrea Watson,48
4142bf9b-e4e0-4983-b415-22eddb529eee,2023-05-31,East,Clothing,Eat,487.01,8,3896.08,Debit Card,Michael Walter,69
6953154a-3f8f-44a4-b5fd-7ca9b49c184e,2023-09-16,South,Clothing,Recent,319.82,3,959.46,Cash,Alex Pierce,53
0d369a0c-0dce-4567-a70c-eb4aa4762eda,2024-04-02,South,Furniture,Follow,152.05,5,760.25,Credit Card,Elizabeth Torres,18
c3c7bdd2-7b36-4ec0-bdd0-331977e4056d,2024-10-24,East,Clothing,Me,438.59,7,3070.13,Credit Card,Sharon Johnson,53
bc19afca-461a-4d1d-8791-b8876a3583de,2024-05-01,West,Furniture,Nature,284.91,7,1994.37,Credit Card,Michael Randolph,20
766d7757-65cc-4155-af0e-5023c8a17bf6,2024-12-04,East,Automobile,Baby,212.03,7,1484.21,Debit Card,Samantha Scott,60
454ab83c-1452-4772-9ac7-1cdf3248fe3c,2024-04-20,North,Electronics,Much,143.93,1,143.93,Cash,Barbara Ryan,43
fdb129f5-0e7a-430c-9c0e-53a8fc4bf20c,2024-04-25,East,Furniture,Bag,314.94,10,3149.4,Online Payment,Michele Rivers,54
57b061ac-9d44-4cad-93f0-35092c1f2f29,2023-05-03,East,Automobile,Million,444.5,7,3111.5,Online Payment,Matthew James,49
67dab4b3-3fd5-436e-b92b-e0d5f2fb958a,2023-04-08,North,Clothing,Small,288.96,3,866.88,Credit Card,Kevin Guerra,70
8f19cbcc-b27e-417c-a717-e7f4afeff2ae,2024-08-27,South,Clothing,By,433.42,3,1300.26,Debit Card,Brianna Crosby,52
3fd3e8e3-23d2-4bb7-8a68-2c8db1f2bbc9,2024-01-25,North,Automobile,Doctor,161.81,4,647.24,Online Payment,Thomas Kelly,40
93d4be96-2180-407b-bb13-680777df9bc1,2024-01-27,East,Clothing,Six,403.81,1,403.81,Online Payment,Allison Morales,54
6cb3596a-8baf-4805-b4ac-27bf47e7a870,2023-12-14,East,Clothing,Quickly,451.73,7,3162.11,Credit Card,Jose Acosta,18
662d5337-e33c-440c-897d-bc5e1087305f,2024-12-12,East,Automobile,Special,233.57,5,1167.85,Cash,Eric Christensen,26
6aea0fdd-83dd-4f31-aa5a-6f2056be9db3,2023-09-17,South,Clothing,Dream,15.38,6,92.28,Credit Card,Melissa Hernandez,27
777e1510-7b32-4bbd-bcb2-f395d1e17488,2023-09-07,North,Food,Night,439.8,10,4398.0,Online Payment,Andrew Bell,30
ec996861-3675-426c-8fc0-b2fbabe5f817,2023-04-08,South,Furniture,Friend,472.76,3,1418.28,Credit Card,Tiffany Morgan,62
2a2136aa-5fc9-4efe-bb55-fd634704d392,2024-04-19,South,Clothing,Every,421.67,10,4216.7,Credit Card,Kevin Williams,62
6663b98c-fd5c-4e6f-9153-897c883af0a0,2024-06-06,South,Clothing,Accept,245.98,9,2213.82,Online Payment,Rachel Burch,52
b3cffba4-59c3-442b-afb1-4ef0a1759e56,2024-05-19,West,Food,One,156.64,5,783.2,Cash,Justin Peterson,65
87e53c84-3219-4e7c-97dd-7dc09cb0370a,2024-12-15,West,Food,Condition,423.49,1,423.49,Debit Card,Michael Barry,56
67e6a57f-9351-48e8-a747-3b4371f0f654,2024-11-10,East,Automobile,Deep,250.6,9,2255.4,Online Payment,Desiree Smith,60
7e418915-b062-49aa-a4ab-95bd1eddec25,2023-10-25,North,Food,Blue,231.62,3,694.86,Credit Card,Brandon Collins,70
2604eb4c-640e-419f-83e2-87b56ae2167d,2023-03-19,South,Automobile,Prove,482.17,8,3857.36,Cash,Calvin Johnston,56
16414006-534e-41dc-b344-431b8319b1cd,2023-04-28,West,Electronics,So,493.21,4,1972.84,Online Payment,Joshua Holland,56
173a0752-a2bc-4744-818e-2ae8b41acebd,2024-03-24,East,Automobile,None,460.63,10,4606.3,Cash,Wendy Butler,31
1666a4ad-f9a5-4d40-83ba-8dcec05bb896,2024-03-11,West,Furniture,Tax,156.27,8,1250.16,Credit Card,Matthew Davis,38
bf9f5a92-8c75-4c54-8cf3-c3e67aa6442b,2024-03-05,West,Clothing,Pay,220.07,8,1760.56,Cash,Joshua Martin,51
56a1a91d-f06d-4455-a476-47794fc7b3a9,2024-06-23,South,Clothing,Area,462.98,7,3240.86,Credit Card,Janice Gomez,24
25429ff5-817f-4ee9-b339-ad84e78b884e,2023-10-19,South,Food,School,376.24,9,3386.16,Credit Card,Casey Strickland,49
00c6b972-a6ce-4f07-bf50-08cfaba3a84e,2023-05-08,East,Food,Natural,106.61,7,746.27,Credit Card,Dawn Rasmussen,69
bd3138f6-f862-4117-98ca-4d398161bbd3,2024-05-12,South,Clothing,Them,483.27,3,1449.81,Online Payment,Donald Torres,32
c37ee072-3070-48c7-a371-e47206bf8b87,2023-09-18,East,Clothing,And,325.47,5,1627.35,Cash,Mark Rice,69
929031ad-fdb7-426f-bac0-55863b10990e,2024-11-15,South,Electronics,Hit,304.34,9,2739.06,Cash,Daniel Bell,67
0cdc4347-6f87-457e-a1fd-4630ff01d367,2025-01-12,North,Food,Instead,399.2,8,3193.6,Cash,Patricia Ortiz,64
9d575773-7a56-4628-bff8-467c7a66512e,2025-01-06,West,Automobile,Prepare,188.09,2,376.18,Debit Card,Patrick Brown,48
ba43b06a-247d-4def-9d63-3a1b256c5587,2024-04-09,South,Automobile,New,366.67,2,733.34,Credit Card,Ashley Perkins,33
100f9133-f2db-4cb2-885b-8f30fd363927,2024-07-02,North,Electronics,Claim,457.27,5,2286.35,Online Payment,Michael Anderson,35
ffc3064e-d044-4275-9ac5-0076270e203f,2023-08-31,East,Clothing,Development,273.32,9,2459.88,Online Payment,Jasmine Williams,50
943065b3-4b73-4b05-a9a4-da85d705e5f5,2024-10-24,South,Furniture,Case,324.16,7,2269.12,Credit Card,Steven Myers,32
c6768930-23c7-4d84-b502-1e8e3e886cf9,2023-05-13,North,Electronics,True,307.82,4,1231.28,Debit Card,Mary Hughes,30
5a6eab02-8488-4291-b25e-5ea59caa060c,2024-03-25,East,Automobile,Yes,158.46,5,792.3,Credit Card,Daniel Reed,52
77a09a66-e604-4ff2-9d35-594ea11d8fed,2023-05-13,West,Automobile,Clearly,86.07,8,688.56,Debit Card,Cody Bryant,53
a8ef0bf3-d559-4d63-98e4-168cffd2b0db,2024-12-09,North,Electronics,Argue,75.94,8,607.52,Online Payment,Christopher Perez,31
9d7ad896-e4f5-4479-9a14-730686c6ed65,2024-08-23,East,Electronics,Daughter,261.09,10,2610.9,Online Payment,Jessica Glass,45
8ed975d8-c614-4234-bdc9-06f126673258,2025-01-17,South,Automobile,Main,116.77,8,934.16,Debit Card,Kevin Soto,62
1a6a0230-74f0-40dc-a50e-c0518d7da562,2023-07-16,West,Furniture,Expect,101.55,10,1015.5,Cash,Amanda Greene,22
ae98ad62-b006-41e8-acd3-c91cf80010d8,2023-08-31,South,Automobile,Only,484.89,6,2909.34,Credit Card,Angela Murray,55
f16ee740-0810-4f61-8828-d2cfa15c0317,2024-12-17,North,Food,Culture,113.57,3,340.71,Cash,Christopher Chen,30
b1e7ae05-92d3-4938-8585-6d196379774f,2024-11-04,North,Automobile,Wait,128.63,8,1029.04,Online Payment,Gregory Murphy,23
c4712833-c495-445e-b24e-3aa10dba372a,2023-03-28,South,Electronics,Bag,373.34,8,2986.72,Debit Card,Stephanie Carpenter,43
6e32a3ec-3aa9-4987-a0af-1ed699cb43ca,2024-04-28,South,Automobile,Among,173.82,8,1390.56,Online Payment,Brittney Brown,64
6e548750-7e00-4c3e-bdcc-7c07992338f7,2023-04-11,East,Furniture,Often,496.29,10,4962.9,Credit Card,Lee Smith,25
7111ef0f-bae7-4c79-8467-6f4246351c4a,2023-10-30,East,Electronics,Value,316.15,2,632.3,Debit Card,Brett Skinner,67
46a71ab5-0e97-4db9-a3eb-cf1badf3e1fd,2024-05-03,West,Clothing,Major,221.81,6,1330.86,Online Payment,Jeremy Walker,18
6c749a42-6fe6-44d5-944e-dd62f3771719,2024-01-06,East,Electronics,Trial,239.36,6,1436.16,Online Payment,Kathleen Allen,67
02ffa105-fb57-4460-a77f-05d19a9a1d0a,2024-07-04,East,Food,Economic,138.92,3,416.76,Online Payment,Destiny Silva,38
6935a2a7-0925-42dc-b114-202a90688ca2,2024-09-10,North,Automobile,Involve,75.59,9,680.31,Cash,Stephanie Acosta,62
ede390cf-49c8-4720-9ff7-ba956e379a16,2024-02-10,North,Automobile,Sing,27.16,5,135.8,Cash,Sylvia Davenport,60
ba876f12-1c59-42c0-8b3c-de5981e43687,2023-11-30,South,Furniture,Serious,65.06,5,325.3,Cash,Paul Carter,50
339d632b-d713-45a5-912a-0ae338880e42,2024-05-08,East,Automobile,Carry,109.52,5,547.6,Cash,Melissa Williams,47
05168019-ae82-4752-9b9c-b85c2721760c,2023-07-04,North,Food,Artist,116.21,5,581.05,Online Payment,Jocelyn Evans,33
02a4ba37-6a15-4574-aa87-b781df0179c0,2023-05-03,West,Automobile,Popular,387.14,8,3097.12,Cash,Leslie Jones,48
0e4acc0b-54b8-489c-b7d1-365cb85e69ad,2024-07-11,South,Clothing,If,322.14,3,966.42,Credit Card,Joshua Chavez,65
05cdaca3-9094-4dcd-95e9-f81936079e70,2023-07-03,South,Automobile,Beyond,245.8,10,2458.0,Credit Card,Lisa Paul,31
343658ed-0aa3-4f9c-b8c0-65d1fc9f099e,2024-09-11,North,Furniture,Instead,356.65,3,1069.95,Credit Card,Anna Jones,49
73a28d38-3a19-4b79-8580-31892ec83223,2024-10-02,West,Food,Strategy,30.39,4,121.56,Credit Card,Evan Sharp,50
c6ac8f49-1f70-4c2e-af90-78a32ff6e0a3,2023-05-19,South,Electronics,Series,235.21,7,1646.47,Credit Card,Angel Glenn,30
b4ce6f01-02a1-4ad2-958a-cdd1df0031e7,2024-03-03,West,Clothing,Congress,382.97,4,1531.88,Credit Card,Phyllis Adkins,65
a25b53f5-0048-44ec-b6e9-6d51be72b827,2024-04-19,South,Automobile,Human,58.01,6,348.06,Credit Card,William Thomas,54
61f743ca-7828-4c09-a687-90c282f76f53,2023-03-24,West,Food,State,263.14,10,2631.4,Debit Card,Richard Martinez,53
13585aee-8eee-4eae-ad90-28abf16aec0d,2023-08-23,East,Automobile,Now,31.89,3,95.67,Credit Card,Sylvia Kelley,18
7fac001d-89a8-4491-a127-ff3393ba8b56,2024-01-19,North,Electronics,Dinner,59.68,9,537.12,Debit Card,Nathaniel Baker DDS,62
ecb14dd9-27eb-459f-8840-7633a08b86dc,2023-10-01,East,Furniture,Bank,353.37,1,353.37,Debit Card,Erika Smith,56
d19871bb-7f84-4a64-99dc-fd76ac1ac351,2023-10-21,East,Electronics,Drop,142.5,5,712.5,Debit Card,Sheryl Munoz,32
697b31a7-25bd-4d8f-9003-b36e38dc2aef,2023-12-10,East,Furniture,Doctor,51.4,4,205.6,Online Payment,Jeffery Bishop,33
4100307a-9b84-4e67-afbd-1e34fa3256b5,2024-01-20,East,Clothing,So,435.4,6,2612.4,Credit Card,Jeremy Burns,53
c07c166d-17b8-4e46-bf9e-6eefa3fe2e6a,2024-11-15,South,Electronics,Among,142.15,2,284.3,Online Payment,Paul Turner,41
2353115c-4e3d-4692-99a9-509f35f50e47,2023-03-16,East,Electronics,Doctor,153.39,10,1533.9,Credit Card,Brian White,35
ed31a2a2-128c-4c4b-b2a5-16172dfff93a,2023-03-22,South,Food,Building,447.47,3,1342.41,Debit Card,Tracy Rogers,34
f310529c-44cd-41b2-8762-2f7a816933b1,2025-01-08,North,Electronics,Just,417.85,4,1671.4,Online Payment,Tami Barnes,18
a572f5d4-4123-4777-9395-4c31d0358856,2023-09-03,North,Food,Affect,30.19,6,181.14,Cash,Douglas Glover,33
82099a16-bf9b-4a07-93fa-8ad732675ba1,2024-09-09,East,Food,Building,435.41,10,4354.1,Cash,Steven Williams,33
28407d37-0435-48e9-b32d-a09f4725c1a7,2023-06-14,North,Furniture,Senior,499.05,10,4990.5,Debit Card,Shannon Sullivan,64
a5352aba-a58c-448c-b37b-a2f950566160,2023-08-20,South,Automobile,Yeah,59.8,5,299.0,Cash,Katie Todd,33
21e6afb2-b0c1-44a5-b110-670f6f257ce9,2023-07-22,West,Food,Try,352.46,7,2467.22,Online Payment,Angela Love,67
e73d4e8e-d917-4517-8cd6-9511a5840aba,2024-11-06,East,Electronics,Eight,442.49,2,884.98,Credit Card,Jason Crawford,66
45e15696-6d66-43fa-adfe-8fe0ac305fd6,2024-07-01,South,Clothing,Employee,343.02,10,3430.2,Online Payment,Tina Pena,56
b474f9e7-b02b-4c84-a82e-5094b73c18f6,2024-07-15,South,Clothing,Clear,259.12,7,1813.84,Debit Card,Michelle Wells,28
480f9a63-f4f9-49d9-8617-7e2ab74b3103,2024-02-12,East,Electronics,Something,325.03,5,1625.15,Debit Card,Katherine Ferguson,32
57e76f27-b4f7-4b68-b6d7-955fd26294e6,2023-06-18,South,Electronics,Base,293.69,6,1762.14,Online Payment,Joseph Griffin,39
19c117b3-e66f-4de9-a388-ca825dde0960,2023-05-07,South,Automobile,Ask,136.0,5,680.0,Debit Card,Charles Phelps,27
27d69ce2-c03f-421f-8e2d-0c6dbfbc9841,2023-11-10,North,Food,Reflect,171.42,1,171.42,Cash,Susan Taylor,58
a641634a-9206-4732-83d9-1b3724e409e3,2024-08-03,North,Clothing,Somebody,318.36,3,955.08,Credit Card,Frank Mendoza,65
0d05f93b-a811-485d-8743-093afedfcc3a,2024-01-21,West,Clothing,Section,334.14,6,2004.84,Cash,Alex Murphy,59
f3b3194e-8a74-4fbc-aa37-bfa93cc6bbbe,2024-02-27,West,Clothing,Skin,366.26,1,366.26,Credit Card,Bobby Stevenson,39
830cc958-e422-4ad9-a085-91fe525efe5b,2023-09-17,West,Electronics,Summer,317.2,10,3172.0,Online Payment,Angela Evans,58
12653998-205c-4221-831c-b72ba2c0b7ab,2023-03-14,East,Clothing,Business,267.5,5,1337.5,Debit Card,James Sawyer,34
91b04a3c-5668-4dfc-b03b-144ad6a8fe62,2024-02-25,South,Clothing,Guess,337.58,8,2700.64,Online Payment,Anthony Paul,30
94ef1faf-19c7-49a6-ae07-02f8e66c525c,2024-05-15,South,Clothing,Raise,56.63,2,113.26,Cash,Mr. Daniel Ramirez,51
1504c4b9-703b-41ad-87b5-2c5a93092190,2023-06-26,West,Electronics,Table,151.48,10,1514.8,Debit Card,Jeffrey White,58
9e2b5972-b4ac-46bc-bd28-e184805a4c29,2024-03-27,West,Automobile,Such,356.45,8,2851.6,Credit Card,Brooke Jones,55
f0749e43-5c74-49ab-9b3c-d201734c77f7,2024-08-12,North,Clothing,Painting,329.48,2,658.96,Credit Card,Brian Vasquez,33
8c9c4dc2-7915-453a-b30f-1b24d19f0bdb,2023-04-09,West,Clothing,Cut,11.81,3,35.43,Online Payment,Kyle Romero,67
ed6207a4-54c8-459b-8298-5f8945166152,2024-06-11,North,Automobile,Capital,428.36,5,2141.8,Credit Card,Derek Sanders,58
e5d2816e-51ee-4c8d-b5fe-c898cc510f8d,2024-03-18,East,Electronics,Term,453.77,9,4083.93,Online Payment,Darryl Clements,39
fac48073-6dcf-4836-9c04-47a2de5f5b8b,2024-09-25,East,Electronics,These,177.14,2,354.28,Credit Card,Jennifer Tyler,50
602b3f06-515e-4dea-aaf7-cec219b8fec5,2023-12-13,North,Clothing,Activity,303.52,1,303.52,Credit Card,Darlene Gray,44
23f2e8ec-765e-4501-b6bb-e6dd86d55752,2024-09-10,West,Automobile,Describe,251.21,3,753.63,Cash,Debbie Richards,31
c0e67eb0-58bd-446f-b129-3f52a1eda986,2025-02-18,West,Food,Event,427.89,1,427.89,Online Payment,Bethany Cannon,27
ae82db7a-1519-4ed6-8346-abacd614bf01,2023-10-11,East,Food,Southern,13.27,8,106.16,Credit Card,Amy Ross,33
a9292f62-af7b-4f4e-91f3-8c681c80a6ab,2023-07-29,South,Electronics,True,480.38,9,4323.42,Credit Card,Jacqueline Robertson,57
fe967c53-5332-4d2f-a900-d03af3bdc3db,2024-06-30,North,Clothing,Have,316.35,1,316.35,Debit Card,Jeffrey Martinez,38
0fdc7f69-1985-47d5-b48c-c4b82ed72b76,2023-07-22,East,Furniture,Least,133.11,6,798.66,Debit Card,Jonathan Reid,55
0b73a269-c97f-4d0d-90e9-756f3f106665,2024-02-22,North,Clothing,Wall,366.92,9,3302.28,Credit Card,Donald Adams,18
94b06741-399c-4f8e-8486-af92c86e2cfd,2023-08-02,South,Automobile,Common,73.42,2,146.84,Cash,Ann Allen,42
02990635-af0d-4124-afad-1ccf43e9f697,2024-08-14,West,Electronics,Fast,136.42,5,682.1,Debit Card,Jorge Stephens,22
b1c1bac1-5d31-4126-bcec-a650752971be,2025-01-24,West,Food,Blue,98.9,7,692.3,Credit Card,Jason Watson DDS,59
7aadb6f6-af41-4295-b7c7-7507818757df,2023-05-08,East,Clothing,Modern,23.88,5,119.4,Cash,Bobby Hooper,21
10235796-2636-4637-82b1-a95f89693a4c,2023-05-08,West,Electronics,Particular,111.48,3,334.44,Online Payment,James Lowery,46
2111e8a9-e9fa-4080-afb0-89ba790ea4e8,2024-12-02,South,Clothing,Boy,29.55,1,29.55,Online Payment,Taylor Oliver,24
db3a6734-ac59-4240-9fd9-be446ac7c418,2024-10-07,West,Food,Effort,95.84,3,287.52,Debit Card,Sarah Jennings,44
0069bb17-772d-424c-894e-9a6f575831a2,2025-01-25,South,Clothing,Current,183.99,7,1287.93,Credit Card,Michael Short,41
222e5b14-0629-4871-919e-1b9363eaf588,2025-02-22,East,Clothing,Range,483.32,3,1449.96,Online Payment,Robert Braun,21
2e2555d7-762c-4b1f-b6a5-0f17197561d1,2024-11-12,North,Clothing,Audience,196.52,3,589.56,Cash,Ashley Powell,55
63a8efc7-c993-4716-aff5-0ddf653b1393,2023-06-20,North,Furniture,Current,14.06,5,70.3,Cash,Shawn Lane,69
957308f5-eba4-44e0-a4f0-5d09d42cac6f,2024-06-11,South,Food,Sell,406.21,3,1218.63,Debit Card,Joshua Garza,30
d1ab3651-6f6c-47ac-ad1d-f34da45eaee9,2023-07-05,West,Clothing,Pattern,476.63,10,4766.3,Online Payment,Sharon Austin,60
c9f47de6-8100-43f0-8446-dce67c73a941,2024-05-12,South,Clothing,Ability,480.49,4,1921.96,Credit Card,Joseph Bennett,30
549e7103-baf0-4e67-8316-4ed3ee79cf4d,2024-01-30,North,Automobile,Entire,55.71,10,557.1,Online Payment,Mrs. Pamela Smith,24
af97fea6-0c7b-4437-9dd8-30451e94f042,2024-04-19,West,Furniture,Door,55.71,5,278.55,Credit Card,Dawn Townsend,61
4a293af7-eb59-4c3c-9a0d-75151966b698,2023-09-17,North,Automobile,Similar,272.5,2,545.0,Credit Card,Jacqueline Taylor DDS,58
81bcd2c3-e606-4c5a-a952-16a86c016cc0,2024-01-28,South,Food,Range,66.03,9,594.27,Credit Card,Dr. Rachael Powell,43
ca63be98-bf9f-4a8f-a49d-fba19275c231,2024-11-18,North,Electronics,Impact,193.95,8,1551.6,Debit Card,David Sanchez,43
86fd2599-91f7-42ff-bc58-a6226c67bce5,2024-04-15,West,Clothing,Indeed,75.51,7,528.57,Cash,Mr. Sergio Reed,30
08ab0f65-c64c-45ad-8bc6-d18bc30e925f,2023-09-09,South,Food,Environment,206.63,1,206.63,Debit Card,Rose Smith,53
